PId,Village/Farm/Marketno,Studysite,Status,Sampletype,Sample1or2,Season,Uniqueid,TBXcount,StatusTBX,ESBLcount,StatusESBL,KPCcount,StatusK,CTXM,NDM1,pH,Conductivity,Temp,GISND,GISNM,GISED,GISEM,GISlat,GISlong
TF140,40,Poultry farm,High exposure,Waste water,1,Summer,21412TF140,23000,Positive,35,Positive,0,Negative,0,0,7.1,194,23.9,,,,,,
TF140,40,Poultry farm,High exposure,Downstream pond water,1,Summer,21512TF140,66,Positive,24,Positive,0,Negative,0,0,7.2,69,26,,,,,,
TF140,40,Poultry farm,High exposure,Downstream river water,1,Summer,21612TF140,254,Positive,17,Positive,0,Negative,0,0,7.2,78,26.1,24,7.123,90,5.514,24.11872,90.0919
TF140,40,Poultry farm,High exposure,Poultry pens,1,Summer,21812TF140,18900000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
TF140,40,Poultry farm,High exposure,Poultry caecal sample,1,Summer,21912TF140,17700000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
TF140,40,Poultry farm,High exposure,Human faeces,1,Summer,211012TF140,12800000,Positive,7700,Positive,0,Negative,0,0,,,,,,,,,
TF140,40,Poultry farm,High exposure,Animal manure,1,Summer,211212TF140,5500000,Positive,132000,Positive,0,Negative,182000,0,,,,,,,,,
TF140,40,Poultry farm,High exposure,Poultry drinking water,1,Summer,212312TF140,228000000,Positive,0,Negative,0,Negative,186000,0,7.8,129,25.6,,,,,,
TF141,21,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF141,480000000,Positive,15200,Positive,0,Negative,6790000,0,,,,,,,,,
TF142,22,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF142,4800,Positive,0,Negative,0,Negative,339000,0,,,,,,,,,
TF143,23,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF143,490000000,Positive,0,Negative,0,Negative,243000000,0,,,,,,,,,
TF144,24,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF144,45000000,Positive,10600,Positive,0,Negative,14500000,0,,,,,,,,,
TF145,25,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF145,58000000,Positive,11200,Positive,0,Negative,2290000,0,,,,,,,,,
TF146,26,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF146,600000,Positive,0,Negative,0,Negative,1980000,0,,,,,,,,,
TF147,27,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF147,800000,Positive,0,Negative,0,Negative,662000,0,,,,,,,,,
TF148,28,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF148,149000000,Positive,0,Negative,0,Negative,24000000,0,,,,,,,,,
TF149,29,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF149,143000000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
TF150,30,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF150,15500000,Positive,25000,Positive,0,Negative,2850000,0,,,,,,,,,
TF151,31,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF151,1200000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
TF152,32,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF152,1400000,Positive,4000,Positive,0,Negative,2770000,0,,,,,,,,,
TF153,33,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF153,51000000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
TF154,34,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF154,295000000,Positive,3600000,Positive,0,Negative,173000000,0,,,,,,,,,
TF155,35,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF155,1700000,Positive,12000,Positive,0,Negative,3480000,0,,,,,,,,,
TF156,36,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF156,142000000,Positive,12000000,Positive,0,Negative,2220000,0,,,,,,,,,
TF157,37,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF157,201000000,Positive,178000,Positive,0,Negative,5500000,0,,,,,,,,,
TF158,38,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF158,37000000,Positive,3900,Positive,0,Negative,10100000,0,,,,,,,,,
TF159,39,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF159,56000000,Positive,24000,Positive,0,Negative,1620000,0,,,,,,,,,
TF160,40,Poultry farm,Low exposure,Human faeces,1,Summer,221112TF160,266000000,Positive,19300000,Positive,0,Negative,124000000,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Drinking water,1,Summer,31312DL161,83,Positive,4,Positive,0,Negative,0,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Waste water,1,Summer,31412DL161,6000000,Positive,68000,Positive,0,Negative,107000,47700,7.2,558,31.9,,,,,,
DL161,21,Live bird market,High exposure,Solid waste,1,Summer,31712DL161,13900000,Positive,340000,Positive,0,Negative,173000,1380000,,,,,,,,,
DL161,21,Live bird market,High exposure,Poultry pens,1,Summer,31812DL161,39000000,Positive,450000,Positive,0,Negative,1040000,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL161,19300000,Positive,37000,Positive,0,Negative,0,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Human faeces,1,Summer,311012DL161,13300000,Positive,124000,Positive,0,Negative,119000,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Waste water-2,2,Summer,311312DL161,4800000,Positive,28000,Positive,0,Negative,0,116000,9.2,888,29.3,,,,,,
DL161,21,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL161,1400000,Positive,17000,Positive,0,Negative,4260000,236000,,,,,,,,,
DL161,21,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL161,12200000,Positive,81000,Positive,0,Negative,136000,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL161,17900000,Positive,38000,Positive,0,Negative,327000,0,,,,,,,,,
DL161,21,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL161,79000,Positive,200,Positive,0,Negative,0,0,6.9,423,31.4,,,,,,
DL162,22,Live bird market,High exposure,Drinking water,1,Summer,31312DL162,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Waste water,1,Summer,31412DL162,20,Positive,0,Negative,0,Negative,0,0,7.1,864,40.8,,,,,,
DL162,22,Live bird market,High exposure,Solid waste,1,Summer,31712DL162,9300000,Positive,102000,Positive,0,Negative,197000,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Poultry pens,1,Summer,31812DL162,6100000,Positive,44000,Positive,0,Negative,6250000,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL162,37000000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Human faeces,1,Summer,311012DL162,15800000,Positive,111000,Positive,0,Negative,370000,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Waste water-2,2,Summer,311312DL162,120000000,Positive,14400000,Positive,0,Negative,3380000,0,7.5,2830,41,,,,,,
DL162,22,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL162,1050000,Positive,20600,Positive,0,Negative,816000,37800,,,,,,,,,
DL162,22,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL162,433000000,Positive,16300000,Positive,0,Negative,93900000,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL162,3800000,Positive,34000,Positive,0,Negative,9520000,0,,,,,,,,,
DL162,22,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL162,1000,Positive,30,Positive,0,Negative,0,0,6.9,228,30.8,,,,,,
DL163,23,Live bird market,High exposure,Drinking water,1,Summer,31312DL163,356,Positive,99,Positive,0,Negative,0,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Waste water,1,Summer,31412DL163,55000,Positive,3000,Positive,0,Negative,0,0,7.3,314,26,,,,,,
DL163,23,Live bird market,High exposure,Solid waste,1,Summer,31712DL163,110000,Positive,3600,Positive,0,Negative,0,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Poultry pens,1,Summer,31812DL163,44000,Positive,20800,Positive,0,Negative,116000,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL163,7800000,Positive,7400,Positive,0,Negative,0,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Human faeces,1,Summer,311012DL163,154000000,Positive,19200,Positive,0,Negative,0,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Waste water-2,2,Summer,311312DL163,32000000,Positive,134000,Positive,0,Negative,1570000,1810,7.2,2495,26.4,,,,,,
DL163,23,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL163,20000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL163,9000000,Positive,24000,Positive,0,Negative,105000,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL163,310000000,Positive,16300,Positive,0,Negative,0,0,,,,,,,,,
DL163,23,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL163,9,Positive,0,Negative,0,Negative,0,0,7,596,27.6,,,,,,
DL164,24,Live bird market,High exposure,Drinking water,1,Summer,31312DL164,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL164,24,Live bird market,High exposure,Waste water,1,Summer,31412DL164,4000000,Positive,120000,Positive,0,Negative,7040000,0,7.1,498,28,,,,,,
DL164,24,Live bird market,High exposure,Solid waste,1,Summer,31712DL164,15000,Positive,700,Positive,0,Negative,110000,947000,,,,,,,,,
DL164,24,Live bird market,High exposure,Poultry pens,1,Summer,31812DL164,12700000,Positive,28000,Positive,0,Negative,1130000,0,,,,,,,,,
DL164,24,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL164,6600000,Positive,49000,Positive,0,Negative,1220000,0,,,,,,,,,
DL164,24,Live bird market,High exposure,Human faeces,1,Summer,311012DL164,59000000,Positive,400,Positive,0,Negative,4370000,0,,,,,,,,,
DL164,24,Live bird market,High exposure,Waste water-2,2,Summer,311312DL164,172000000,Positive,68000000,Positive,0,Negative,50000000,0,6.5,3043,30,,,,,,
DL164,24,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL164,5000,Positive,400,Positive,0,Negative,1.17E+12,168000,,,,,,,,,
DL164,24,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL164,28000,Positive,200,Positive,0,Negative,0,0,,,,,,,,,
DL164,24,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL164,100000,Positive,300,Positive,0,Negative,0,0,,,,,,,,,
DL164,24,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL164,2400000,Positive,14000,Positive,0,Negative,1020000,0,7.1,278,30,,,,,,
DL165,25,Live bird market,High exposure,Drinking water,1,Summer,31312DL165,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL165,25,Live bird market,High exposure,Waste water,1,Summer,31412DL165,132000,Positive,120000,Positive,0,Negative,0,0,6.7,530,,,,,,,
DL165,25,Live bird market,High exposure,Solid waste,1,Summer,31712DL165,1490000,Positive,122000,Positive,200,Positive,1170000,701000,,,,,,,,,
DL165,25,Live bird market,High exposure,Poultry pens,1,Summer,31812DL165,1700000,Positive,9800,Positive,0,Negative,26200000,0,,,,,,,,,
DL165,25,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL165,14500000,Positive,6800,Positive,0,Negative,0,0,,,,,,,,,
DL165,25,Live bird market,High exposure,Human faeces,1,Summer,311012DL165,207000000,Positive,12700000,Positive,0,Negative,2800000000,0,,,,,,,,,
DL165,25,Live bird market,High exposure,Waste water-2,2,Summer,311312DL165,48000,Positive,23000,Positive,0,Negative,0,0,6.9,710,,,,,,,
DL165,25,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL165,1180000,Positive,24000,Positive,0,Negative,1020000,683000,,,,,,,,,
DL165,25,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL165,6800000,Positive,104000,Positive,0,Negative,734000,0,,,,,,,,,
DL165,25,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL165,152000000,Positive,78000,Positive,0,Negative,2250000,0,,,,,,,,,
DL165,25,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL165,397000,Positive,51000,Positive,395,Positive,0,0,7.1,328,,,,,,,
DL166,26,Live bird market,High exposure,Drinking water,1,Summer,31312DL166,1,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Waste water,1,Summer,31412DL166,45,Positive,0,Negative,0,Negative,25400,0,7.9,467,24,,,,,,
DL166,26,Live bird market,High exposure,Solid waste,1,Summer,31712DL166,51000,Positive,200,Positive,0,Negative,0,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Poultry pens,1,Summer,31812DL166,810000,Positive,6600,Positive,0,Negative,392000,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL166,18200000,Positive,3100,Positive,0,Negative,0,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Human faeces,1,Summer,311012DL166,4800000,Positive,2600,Positive,0,Negative,0,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Waste water-2,2,Summer,311312DL166,23200000,Positive,10400000,Positive,2000,Positive,97700,0,7.1,828,24.8,,,,,,
DL166,26,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL166,10000,Positive,4200,Positive,0,Negative,0,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL166,5400000,Positive,48000,Positive,0,Negative,53100,50700,,,,,,,,,
DL166,26,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL166,102000000,Positive,8100,Positive,0,Negative,2400000,0,,,,,,,,,
DL166,26,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL166,4000,Positive,33,Positive,0,Negative,4230,0,7.2,344,24.4,,,,,,
DL167,27,Live bird market,High exposure,Drinking water,1,Summer,31312DL167,108,Positive,89,Positive,0,Negative,0,0,,,,,,,,,
DL167,27,Live bird market,High exposure,Waste water,1,Summer,31412DL167,96000000,Positive,7600000,Positive,0,Negative,88300000,0,6.8,731,28,,,,,,
DL167,27,Live bird market,High exposure,Solid waste,1,Summer,31712DL167,4700000,Positive,8000,Positive,400,Positive,1470000,1110000,,,,,,,,,
DL167,27,Live bird market,High exposure,Poultry pens,1,Summer,31812DL167,10600000,Positive,51000,Positive,0,Negative,2070000,0,,,,,,,,,
DL167,27,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL167,460000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL167,27,Live bird market,High exposure,Human faeces,1,Summer,311012DL167,141000000,Positive,1120000,Positive,37000,Positive,39500000,0,,,,,,,,,
DL167,27,Live bird market,High exposure,Waste water-2,2,Summer,311312DL167,228000000,Positive,24000000,Positive,2000,Positive,360000000,50300000,6,2683,20.5,,,,,,
DL167,27,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL167,530000,Positive,25200,Positive,300,Positive,174000,372000,,,,,,,,,
DL167,27,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL167,9800000,Positive,92000,Positive,0,Negative,252000,15300,,,,,,,,,
DL167,27,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL167,57000,Positive,11000,Positive,0,Negative,9560000,0,,,,,,,,,
DL167,27,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL167,56,Positive,8,Positive,0,Negative,0,0,6.7,368,19.1,,,,,,
DL168,28,Live bird market,High exposure,Drinking water,1,Summer,31312DL168,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL168,28,Live bird market,High exposure,Waste water,1,Summer,31412DL168,80,Positive,0,Negative,0,Negative,0,0,6.8,197,20.7,,,,,,
DL168,28,Live bird market,High exposure,Solid waste,1,Summer,31712DL168,900000,Positive,0,Negative,0,Negative,530000,870000,,,,,,,,,
DL168,28,Live bird market,High exposure,Poultry pens,1,Summer,31812DL168,11000000,Positive,39000,Positive,0,Negative,146000,0,,,,,,,,,
DL168,28,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL168,28400000,Positive,19800,Positive,0,Negative,40100000,0,,,,,,,,,
DL168,28,Live bird market,High exposure,Human faeces,1,Summer,311012DL168,4800000,Positive,5500,Positive,0,Negative,0,0,,,,,,,,,
DL168,28,Live bird market,High exposure,Waste water-2,2,Summer,311312DL168,16000000,Positive,222000,Positive,0,Negative,7020000,469000,6.9,399,20.6,,,,,,
DL168,28,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL168,2500000,Positive,0,Negative,0,Negative,679000,1370000,,,,,,,,,
DL168,28,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL168,1000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL168,28,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL168,900,Positive,0,Negative,0,Negative,3960000,0,,,,,,,,,
DL168,28,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL168,0,Negative,0,Negative,0,Negative,0,0,6.7,197,21.8,,,,,,
DL169,29,Live bird market,High exposure,Drinking water,1,Summer,31312DL169,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL169,29,Live bird market,High exposure,Waste water,1,Summer,31412DL169,180,Positive,0,Negative,0,Negative,198000,0,7.1,202,21.2,,,,,,
DL169,29,Live bird market,High exposure,Solid waste,1,Summer,31712DL169,480000,Positive,0,Negative,0,Negative,263000,2530000,,,,,,,,,
DL169,29,Live bird market,High exposure,Poultry pens,1,Summer,31812DL169,15000000,Positive,500,Positive,0,Negative,0,0,,,,,,,,,
DL169,29,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL169,28100000,Positive,8300,Positive,0,Negative,217000,0,,,,,,,,,
DL169,29,Live bird market,High exposure,Human faeces,1,Summer,311012DL169,54000000,Positive,60000,Positive,0,Negative,4070000,0,,,,,,,,,
DL169,29,Live bird market,High exposure,Waste water-2,2,Summer,311312DL169,356000,Positive,188000,Positive,2000,Positive,13400000,2000000,6.5,1542,23.5,,,,,,
DL169,29,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL169,52000,Positive,0,Negative,0,Negative,0,322000,,,,,,,,,
DL169,29,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL169,13000000,Positive,10900,Positive,0,Negative,330000,0,,,,,,,,,
DL169,29,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL169,17300000,Positive,2000,Positive,0,Negative,2270000,0,,,,,,,,,
DL169,29,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL169,5,Positive,0,Negative,0,Negative,0,0,6.8,255,21.3,,,,,,
DL170,30,Live bird market,High exposure,Drinking water,1,Summer,31312DL170,22,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL170,30,Live bird market,High exposure,Waste water,1,Summer,31412DL170,380000,Positive,193000,Positive,0,Negative,3700000,0,6.9,228,24.3,,,,,,
DL170,30,Live bird market,High exposure,Solid waste,1,Summer,31712DL170,340000,Positive,18500,Positive,0,Negative,0,300000,,,,,,,,,
DL170,30,Live bird market,High exposure,Poultry pens,1,Summer,31812DL170,14000000,Positive,7700,Positive,0,Negative,38500000,0,,,,,,,,,
DL170,30,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL170,28400000,Positive,0,Negative,0,Negative,1080000000,0,,,,,,,,,
DL170,30,Live bird market,High exposure,Human faeces,1,Summer,311012DL170,20200000,Positive,8600,Positive,0,Negative,397000,0,,,,,,,,,
DL170,30,Live bird market,High exposure,Waste water-2,2,Summer,311312DL170,160000,Positive,80000,Positive,0,Negative,41100000,49700,6.4,727,26.2,,,,,,
DL170,30,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL170,4800000,Positive,5800,Positive,0,Negative,268000,1360000,,,,,,,,,
DL170,30,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL170,14700000,Positive,54000,Positive,0,Negative,3990000,0,,,,,,,,,
DL170,30,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL170,3500000,Positive,0,Negative,0,Negative,8730000,0,,,,,,,,,
DL170,30,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL170,0,Negative,0,Negative,0,Negative,24500,0,7.1,196,24.7,,,,,,
DL171,21,Live bird market,Low exposure,Human faeces,1,Summer,321112DL171,161000000,Positive,128000,Positive,0,Negative,48500000,0,,,,,,,,,
DL171,21,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL171,700000,Positive,900,Positive,0,Negative,773000,0,,,,,,,,,
DL172,22,Live bird market,Low exposure,Human faeces,1,Summer,321112DL172,6700000,Positive,11300,Positive,0,Negative,127000,0,,,,,,,,,
DL172,22,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL172,21000000,Positive,56000,Positive,0,Negative,0,0,,,,,,,,,
DL173,23,Live bird market,Low exposure,Human faeces,1,Summer,321112DL173,122000000,Positive,12800,Positive,0,Negative,197000,0,,,,,,,,,
DL173,23,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL173,1600000,Positive,0,Negative,0,Negative,1770000,0,,,,,,,,,
DL174,24,Live bird market,Low exposure,Human faeces,1,Summer,321112DL174,1040000000,Positive,100,Positive,0,Negative,0,0,,,,,,,,,
DL174,24,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL174,192000000,Positive,5200,Positive,0,Negative,1810000,0,,,,,,,,,
DL175,25,Live bird market,Low exposure,Human faeces,1,Summer,321112DL175,71000000,Positive,28800,Positive,0,Negative,7420000,0,,,,,,,,,
DL175,25,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL175,10500000,Positive,0,Negative,0,Negative,112000000,0,,,,,,,,,
DL176,26,Live bird market,Low exposure,Human faeces,1,Summer,321112DL176,7100000,Positive,7600,Positive,0,Negative,94400000,0,,,,,,,,,
DL176,26,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL176,18000000,Positive,12400,Positive,0,Negative,1260000000,0,,,,,,,,,
DL177,27,Live bird market,Low exposure,Human faeces,1,Summer,321112DL177,57000000,Positive,0,Negative,0,Negative,23500000,0,,,,,,,,,
DL177,27,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL177,2200,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL178,28,Live bird market,Low exposure,Human faeces,1,Summer,321112DL178,12000000,Positive,300,Positive,0,Negative,17900000,0,,,,,,,,,
DL178,28,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL178,122000000,Positive,11200,Positive,0,Negative,2200000,0,,,,,,,,,
DL179,29,Live bird market,Low exposure,Human faeces,1,Summer,321112DL179,11300000,Positive,16900,Positive,0,Negative,383000,0,,,,,,,,,
DL179,29,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL179,11000000,Positive,3900,Positive,500,Positive,7170000,0,,,,,,,,,
DL180,30,Live bird market,Low exposure,Human faeces,1,Summer,321112DL180,61000000,Positive,1300,Positive,0,Negative,99000,0,,,,,,,,,
DL180,30,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL180,85000000,Positive,3000,Positive,200,Positive,20900000,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Drinking water,1,Summer,31312DL181,7,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Waste water,1,Summer,31412DL181,153000,Positive,90000,Positive,1150,Positive,0,16100,7.2,498,29.4,,,,,,
DL181,31,Live bird market,High exposure,Solid waste,1,Summer,31712DL181,11100000,Positive,16000,Positive,0,Negative,117000,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Poultry pens,1,Summer,31812DL181,13600000,Positive,12000,Positive,0,Negative,154000000,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL181,4900000,Positive,1400,Positive,0,Negative,0,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Human faeces,1,Summer,311012DL181,4800000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Waste water-2,2,Summer,311312DL181,250000,Positive,118000,Positive,1300,Positive,0,1870000,6.7,1893,30,,,,,,
DL181,31,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL181,0,Negative,0,Negative,0,Negative,1510000,527000,,,,,,,,,
DL181,31,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL181,12000,Positive,0,Negative,0,Negative,5780000,200000,,,,,,,,,
DL181,31,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL181,600000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL181,31,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL181,360000,Positive,36000,Positive,0,Negative,752000,8070000,7.1,248,27.2,,,,,,
DL182,32,Live bird market,High exposure,Drinking water,1,Summer,31312DL182,10,Positive,1,Positive,0,Negative,0,0,,,,,,,,,
DL182,32,Live bird market,High exposure,Waste water,1,Summer,31412DL182,123000,Positive,86000,Positive,0,Negative,0,241000,7.1,396,26,,,,,,
DL182,32,Live bird market,High exposure,Solid waste,1,Summer,31712DL182,258000,Positive,224000,Positive,146000,Positive,0,7920000000,,,,,,,,,
DL182,32,Live bird market,High exposure,Poultry pens,1,Summer,31812DL182,13000000,Positive,92000,Positive,54000,Positive,80800,0,,,,,,,,,
DL182,32,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL182,36000000,Positive,188000,Positive,64000,Positive,21500000,0,,,,,,,,,
DL182,32,Live bird market,High exposure,Human faeces,1,Summer,311012DL182,10600000,Positive,7800000,Positive,1100,Positive,13600000,25100,,,,,,,,,
DL182,32,Live bird market,High exposure,Waste water-2,2,Summer,311312DL182,13200000,Positive,5200000,Positive,296,Positive,312000000,21500000,701,1196,26.8,,,,,,
DL182,32,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL182,53000,Positive,43000,Positive,7000,Positive,0,0,,,,,,,,,
DL182,32,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL182,14000000,Positive,77000,Positive,28000,Positive,138000,0,,,,,,,,,
DL182,32,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL182,62000000,Positive,5800000,Positive,16800,Positive,70200000,543000,,,,,,,,,
DL182,32,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL182,53000,Positive,8000,Positive,63,Positive,0,0,7.5,342,26,,,,,,
DL183,33,Live bird market,High exposure,Drinking water,1,Summer,31312DL183,13000,Positive,181,Positive,0,Negative,0,0,,,,,,,,,
DL183,33,Live bird market,High exposure,Waste water,1,Summer,31412DL183,920000,Positive,50000,Positive,0,Negative,98900,0,6.7,432,29.1,,,,,,
DL183,33,Live bird market,High exposure,Solid waste,1,Summer,31712DL183,82000,Positive,1200,Positive,200,Positive,99500,5730000,,,,,,,,,
DL183,33,Live bird market,High exposure,Poultry pens,1,Summer,31812DL183,7800000,Positive,38000,Positive,0,Negative,627000,0,,,,,,,,,
DL183,33,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL183,4100000,Positive,900,Positive,0,Negative,89400,0,,,,,,,,,
DL183,33,Live bird market,High exposure,Human faeces,1,Summer,311012DL183,300000,Positive,3000,Positive,0,Negative,0,0,,,,,,,,,
DL183,33,Live bird market,High exposure,Waste water-2,2,Summer,311312DL183,1080000,Positive,72000,Positive,0,Negative,2490000,0,6.9,889,30.7,,,,,,
DL183,33,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL183,630000,Positive,17000,Positive,0,Negative,5710000,11100000,,,,,,,,,
DL183,33,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL183,6300000,Positive,8600,Positive,0,Negative,4470000,0,,,,,,,,,
DL183,33,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL183,6800000,Positive,2300,Positive,0,Negative,0,0,,,,,,,,,
