PId,Village/Farm/Marketno,Studysite,Status,Sampletype,Sample1or2,Season,Uniqueid,TBXcount,StatusTBX,ESBLcount,StatusESBL,KPCcount,StatusK,CTXM,NDM1,pH,Conductivity,Temp,GISND,GISNM,GISED,GISEM,GISlat,GISlong
DL183,33,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL183,0,Negative,0,Negative,0,Negative,0,0,7.1,272,28.9,,,,,,
DL184,34,Live bird market,High exposure,Drinking water,1,Summer,31312DL184,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Waste water,1,Summer,31412DL184,600000,Positive,400000,Positive,0,Negative,26400000,0,7.2,684,26.8,,,,,,
DL184,34,Live bird market,High exposure,Solid waste,1,Summer,31712DL184,22000,Positive,2600,Positive,0,Negative,0,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Poultry pens,1,Summer,31812DL184,17000000,Positive,14500,Positive,0,Negative,792000000,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL184,2570000,Positive,0,Negative,0,Negative,332000,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Human faeces,1,Summer,311012DL184,13800000,Positive,4800,Positive,0,Negative,5830000,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Waste water-2,2,Summer,311312DL184,560000,Positive,360000,Positive,0,Negative,4490000,540000,6.7,841,27.4,,,,,,
DL184,34,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL184,16300000,Positive,1000,Positive,0,Negative,0,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL184,7800000,Positive,108000,Positive,0,Negative,2000000,149000,,,,,,,,,
DL184,34,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL184,1000000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL184,34,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL184,9000,Positive,17,Positive,0,Negative,0,0,6.9,233,27.1,,,,,,
DL185,35,Live bird market,High exposure,Drinking water,1,Summer,31312DL185,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL185,35,Live bird market,High exposure,Waste water,1,Summer,31412DL185,530000,Positive,159000,Positive,0,Negative,986000,6490000,6.8,375,28,,,,,,
DL185,35,Live bird market,High exposure,Solid waste,1,Summer,31712DL185,51000,Positive,3800,Positive,300,Positive,0,6880000,,,,,,,,,
DL185,35,Live bird market,High exposure,Poultry pens,1,Summer,31812DL185,28100000,Positive,4500000,Positive,0,Negative,16100000,11300000,,,,,,,,,
DL185,35,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL185,38000000,Positive,5800,Positive,0,Negative,20700000,0,,,,,,,,,
DL185,35,Live bird market,High exposure,Human faeces,1,Summer,311012DL185,102000000,Positive,0,Negative,0,Negative,7940000,0,,,,,,,,,
DL185,35,Live bird market,High exposure,Waste water-2,2,Summer,311312DL185,30000000,Positive,1400000,Positive,0,Negative,294000000,19800000,7.1,1167,28.2,,,,,,
DL185,35,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL185,220000,Positive,22000,Positive,800,Positive,328000,9830000,,,,,,,,,
DL185,35,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL185,11000000,Positive,94000,Positive,0,Negative,14500000,61400000,,,,,,,,,
DL185,35,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL185,3200000,Positive,0,Negative,0,Negative,270000,0,,,,,,,,,
DL185,35,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL185,12000,Positive,95,Positive,0,Negative,0,96800,6.7,217,29,,,,,,
DL186,36,Live bird market,High exposure,Drinking water,1,Summer,31312DL186,43,Positive,26,Positive,0,Negative,0,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Waste water,1,Summer,31412DL186,268000,Positive,155000,Positive,0,Negative,139000,0,7,286,28,,,,,,
DL186,36,Live bird market,High exposure,Solid waste,1,Summer,31712DL186,85000,Positive,300,Positive,0,Negative,0,178000000,,,,,,,,,
DL186,36,Live bird market,High exposure,Poultry pens,1,Summer,31812DL186,400000000,Positive,320000,Positive,0,Negative,5480000,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL186,13000000,Positive,4500000,Positive,0,Negative,29100000,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Human faeces,1,Summer,311012DL186,1300000,Positive,3100,Positive,0,Negative,817000,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Waste water-2,2,Summer,311312DL186,1400000,Positive,298000,Positive,0,Negative,3260000,0,7.2,787,28.2,,,,,,
DL186,36,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL186,270000,Positive,1200,Positive,0,Negative,380000,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL186,15000000,Positive,108000,Positive,0,Negative,671000,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL186,29000000,Positive,1260000,Positive,0,Negative,37300000,0,,,,,,,,,
DL186,36,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL186,55000,Positive,5000,Positive,0,Negative,83600,240000,7.1,176,29.6,,,,,,
DL187,37,Live bird market,High exposure,Drinking water,1,Summer,31312DL187,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL187,37,Live bird market,High exposure,Waste water,1,Summer,31412DL187,27200000,Positive,2000000,Positive,2000,Positive,42700000,72000,6.7,733,19.6,,,,,,
DL187,37,Live bird market,High exposure,Solid waste,1,Summer,31712DL187,150000,Positive,9600,Positive,1000,Positive,2770000,1640000,,,,,,,,,
DL187,37,Live bird market,High exposure,Poultry pens,1,Summer,31812DL187,4500000,Positive,35000,Positive,0,Negative,1890000,0,,,,,,,,,
DL187,37,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL187,23200000,Positive,4000,Positive,0,Negative,1890000,0,,,,,,,,,
DL187,37,Live bird market,High exposure,Human faeces,1,Summer,311012DL187,17000000,Positive,3800,Positive,0,Negative,3450000,0,,,,,,,,,
DL187,37,Live bird market,High exposure,Waste water-2,2,Summer,311312DL187,1000000,Positive,203000,Positive,9000,Positive,10300000,3330000,6.4,2162,26.9,,,,,,
DL187,37,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL187,1080000,Positive,20800,Positive,5900,Positive,10400000,9860000,,,,,,,,,
DL187,37,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL187,4800000,Positive,31000,Positive,0,Negative,1360000,0,,,,,,,,,
DL187,37,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL187,26000000,Positive,5600,Positive,0,Negative,111000000,0,,,,,,,,,
DL187,37,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL187,44000,Positive,14000,Positive,0,Negative,114000,134000,7,518,26.7,,,,,,
DL188,38,Live bird market,High exposure,Drinking water,1,Summer,31312DL188,7,Positive,1,Positive,0,Negative,0,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Waste water,1,Summer,31412DL188,390000,Positive,0,Negative,0,Negative,66800,202000,7.2,3724,33.8,,,,,,
DL188,38,Live bird market,High exposure,Solid waste,1,Summer,31712DL188,110000,Positive,71000,Positive,0,Negative,0,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Poultry pens,1,Summer,31812DL188,6500000,Positive,26800,Positive,0,Negative,13800000,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL188,7000000,Positive,11200,Positive,0,Negative,730000,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Human faeces,1,Summer,311012DL188,3600000,Positive,25600,Positive,0,Negative,11000000,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Waste water-2,2,Summer,311312DL188,1600000,Positive,320000,Positive,5000,Positive,0,0,7.3,1332,24.4,,,,,,
DL188,38,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL188,130000,Positive,31000,Positive,0,Negative,0,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL188,6300000,Positive,31000,Positive,0,Negative,30100000,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL188,98000000,Positive,0,Negative,0,Negative,40100000,0,,,,,,,,,
DL188,38,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL188,2000,Positive,4,Positive,0,Negative,0,0,7,597,32.4,,,,,,
DL189,39,Live bird market,High exposure,Drinking water,1,Summer,31312DL189,0,Negative,0,Negative,0,Negative,0,0,,,,,,,,,
DL189,39,Live bird market,High exposure,Waste water,1,Summer,31412DL189,3200000,Positive,194000,Positive,640,Positive,309000,0,6.7,781,26.4,,,,,,
DL189,39,Live bird market,High exposure,Solid waste,1,Summer,31712DL189,400,Positive,0,Negative,0,Negative,0,332000,,,,,,,,,
DL189,39,Live bird market,High exposure,Poultry pens,1,Summer,31812DL189,7300000,Positive,8400,Positive,0,Negative,48500000,0,,,,,,,,,
DL189,39,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL189,47000000,Positive,5200,Positive,0,Negative,0,0,,,,,,,,,
DL189,39,Live bird market,High exposure,Human faeces,1,Summer,311012DL189,2600000,Positive,8300,Positive,0,Negative,625000,0,,,,,,,,,
DL189,39,Live bird market,High exposure,Waste water-2,2,Summer,311312DL189,4100000,Positive,329000,Positive,0,Negative,0,0,6.2,1553,26.5,,,,,,
DL189,39,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL189,500,Positive,0,Negative,0,Negative,0,3720000,,,,,,,,,
DL189,39,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL189,4100000,Positive,5200,Positive,0,Negative,7030000,0,,,,,,,,,
DL189,39,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL189,3100000,Positive,2100,Positive,0,Negative,129000,0,,,,,,,,,
DL189,39,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL189,40000,Positive,1000,Positive,0,Negative,0,0,6.8,454,20,,,,,,
DL190,40,Live bird market,High exposure,Drinking water,1,Summer,31312DL190,49,Positive,39,Positive,0,Negative,0,0,,,,,,,,,
DL190,40,Live bird market,High exposure,Waste water,1,Summer,31412DL190,16000000,Positive,2800000,Positive,0,Negative,986000,0,6.6,663,24.9,,,,,,
DL190,40,Live bird market,High exposure,Solid waste,1,Summer,31712DL190,500000,Positive,14000,Positive,500,Positive,57300,86200,,,,,,,,,
DL190,40,Live bird market,High exposure,Poultry pens,1,Summer,31812DL190,7700000,Positive,74000,Positive,0,Negative,590000,0,,,,,,,,,
DL190,40,Live bird market,High exposure,Poultry caecal sample,1,Summer,31912DL190,68000000,Positive,33000,Positive,0,Negative,12700000,0,,,,,,,,,
DL190,40,Live bird market,High exposure,Human faeces,1,Summer,311012DL190,1600000,Positive,2400,Positive,0,Negative,17200000,0,,,,,,,,,
DL190,40,Live bird market,High exposure,Waste water-2,2,Summer,311312DL190,216000000,Positive,44000000,Positive,42000,Positive,9660000,34800,6.6,1543,28,,,,,,
DL190,40,Live bird market,High exposure,Solid waste-2,2,Summer,311512DL190,1720000,Positive,12300,Positive,0,Negative,1370000,150000,,,,,,,,,
DL190,40,Live bird market,High exposure,Poultry pens-2,2,Summer,311812DL190,131000000,Positive,3000000,Positive,0,Negative,2500000,47900,,,,,,,,,
DL190,40,Live bird market,High exposure,Human faeces-2,2,Summer,312022DL190,3100000,Positive,400,Positive,0,Negative,37600000,0,,,,,,,,,
DL190,40,Live bird market,High exposure,Poultry drinking water,1,Summer,312312DL190,116,Positive,8,Positive,0,Negative,0,0,6.7,347,24.6,,,,,,
DL191,31,Live bird market,Low exposure,Human faeces,1,Summer,321112DL191,400000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL191,31,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL191,37000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL192,32,Live bird market,Low exposure,Human faeces,1,Summer,321112DL192,124000000,Positive,18700,Positive,0,Negative,10500000,0,,,,,,,,,
DL192,32,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL192,38000000,Positive,4700,Positive,0,Negative,69100000,0,,,,,,,,,
DL193,33,Live bird market,Low exposure,Human faeces,1,Summer,321112DL193,200000,Positive,0,Negative,0,Negative,442000,0,,,,,,,,,
DL193,33,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL193,268000000,Positive,34000,Positive,0,Negative,1230000,0,,,,,,,,,
DL194,34,Live bird market,Low exposure,Human faeces,1,Summer,321112DL194,76000,Positive,1000,Positive,0,Negative,774000,0,,,,,,,,,
DL194,34,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL194,3900000,Positive,0,Negative,0,Negative,471000,0,,,,,,,,,
DL195,35,Live bird market,Low exposure,Human faeces,1,Summer,321112DL195,4900000,Positive,0,Negative,0,Negative,0,0,,,,,,,,,
DL195,35,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL195,7500000,Positive,0,Negative,0,Negative,2440000,0,,,,,,,,,
DL196,36,Live bird market,Low exposure,Human faeces,1,Summer,321112DL196,5400000,Positive,22000,Positive,0,Negative,0,0,,,,,,,,,
DL196,36,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL196,14700000,Positive,600,Positive,0,Negative,0,0,,,,,,,,,
DL197,37,Live bird market,Low exposure,Human faeces,1,Summer,321112DL197,129000000,Positive,0,Negative,0,Negative,4450000,0,,,,,,,,,
DL197,37,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL197,2100000,Positive,4400,Positive,0,Negative,4370000,0,,,,,,,,,
DL198,38,Live bird market,Low exposure,Human faeces,1,Summer,321112DL198,2000000,Positive,10300,Positive,0,Negative,1610000,0,,,,,,,,,
DL198,38,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL198,135000000,Positive,5900,Positive,0,Negative,5820000,0,,,,,,,,,
DL199,39,Live bird market,Low exposure,Human faeces,1,Summer,321112DL199,97000000,Positive,0,Negative,0,Negative,2940000,0,,,,,,,,,
DL199,39,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL199,300000000,Positive,7900,Positive,0,Negative,3340000,0,,,,,,,,,
DL200,40,Live bird market,Low exposure,Human faeces,1,Summer,321112DL200,500,Positive,0,Negative,0,Negative,189000000,0,,,,,,,,,
DL200,40,Live bird market,Low exposure,Human faeces-2,2,Summer,322222DL200,2500000,Positive,0,Negative,0,Negative,3020000,0,,,,,,,,,
